BASE_YM,CTPRVN_NM,SIGNGU_NM,ADSTRD_NM,BRDCST_TY_NM,GENRE_LCLAS_NM,GENRE_MLSFC_NM,HLDY_AT,AVRG_WTCHNG_CO,AVRG_WTCHNG_TIME_CO,DAWN_AVRG_WTCHNG_TIME_CO,AM_AVRG_WTCHNG_TIME_CO,PM_AVRG_WTCHNG_TIME_CO,EVENING_AVRG_WTCHNG_TIME_CO,AVRG_VOD_PRCHS_PRICE
202011,강원,원주시,중앙동,VOD,방송,드라마,Y,13,567,254,158,391,349,
202011,강원,삼척시,도계읍,LINEAR_TV,스포츠,레저,N,10,73,41,39,34,32,
202011,서울,종로구,이화동,LINEAR_TV,스포츠,스포츠,Y,2,2,0,2,4,1,
202011,경기,군포시,군포1동,LINEAR_TV,영화,기타,N,4,22,20,12,13,13,
202011,인천,부평구,삼산2동,VOD,애니,미스터리/공포,Y,7,197,46,72,139,205,
202011,경기,의정부시,송산1동,LINEAR_TV,공연/음악,기타,Y,8,74,14,18,33,49,
202011,전북,정읍시,내장상동,LINEAR_TV,TV 애니메이션,호러/공포,N,8,72,15,22,27,71,
202011,서울,은평구,신사1동,LINEAR_TV,홈쇼핑,가전,N,5,10,5,4,5,6,
202011,서울,동작구,사당1동,LINEAR_TV,영화,서부,Y,3,25,1,14,20,23,
202011,경남,밀양시,삼랑진읍,LINEAR_TV,영화,기타,Y,3,29,31,27,12,17,
202011,경북,문경시,점촌4동,LINEAR_TV,홈쇼핑,건강/레포츠,N,4,4,0,4,1,2,
202011,서울,송파구,문정2동,VOD,영화,액션,Y,3,167,129,71,154,105,
202011,충북,제천시,화산동,LINEAR_TV,시사/교양,뉴스/시사,N,95,,137,445,299,423,
202011,경남,창녕군,창녕읍,VOD,영화,스릴러,N,2,71,,92,103,51,
202011,경기,부천시,약대동,LINEAR_TV,라이프,여행,N,6,37,10,16,10,34,
202011,서울,동대문구,청량리동,VOD,영화,스릴러,Y,2,99,67,39,139,96,
202011,경기,의정부시,의정부2동,LINEAR_TV,TV 드라마,기타,Y,6,72,29,23,27,59,
202011,서울,서초구,반포4동,LINEAR_TV,영화,영화,N,3,18,12,,15,17,
202011,경기,시흥시,정왕1동,VOD,애니,드라마,Y,4,97,132,23,49,120,
202011,경남,남해군,미조면,LINEAR_TV,교육,교육,Y,2,22,,30,0,27,
202011,강원,원주시,명륜1동,LINEAR_TV,홈쇼핑,수산물,Y,2,4,4,5,2,2,
202011,경기,성남시 분당구,정자1동,LINEAR_TV,홈쇼핑,종합,N,6,14,15,11,4,3,
202011,경기,의정부시,호원1동,VOD,영화,드라마,Y,2,117,77,73,105,83,
202011,전북,군산시,나운2동,LINEAR_TV,정보,기타,Y,2,8,,8,11,3,
202011,강원,원주시,반곡관설동,VOD,영화,다큐,N,2,125,108,79,111,97,
202011,광주,서구,광천동,LINEAR_TV,iTV등 기타,기타,N,11,133,68,175,58,34,
202011,전북,군산시,구암동,LINEAR_TV,영화,드라마,N,16,95,43,29,43,45,
202011,서울,관악구,신원동,LINEAR_TV,교육,중등,Y,2,6,,,1,13,
202011,경기,남양주시,진접읍,LINEAR_TV,시사/교양,기타,N,92,926,141,358,232,377,
202011,충북,충주시,산척면,LINEAR_TV,홈쇼핑,가전,N,4,29,0,2,23,19,
202011,대구,남구,이천동,LINEAR_TV,스포츠,기타,N,12,81,40,37,40,59,
202011,충남,보령시,성주면,LINEAR_TV,홈쇼핑,가정/주방/생활용품,Y,4,5,1,1,2,4,
202011,울산,동구,남목3동,LINEAR_TV,시사/교양,뉴스/시사,N,96,927,102,358,249,390,
202011,부산,해운대구,좌3동,LINEAR_TV,스포츠,배구,Y,9,60,16,22,49,27,
202011,경기,성남시 중원구,은행2동,LINEAR_TV,TV 애니메이션,학원/순정/연애,Y,3,12,14,,6,13,
202011,경기,수원시 팔달구,매교동,LINEAR_TV,TV 드라마,기타,Y,6,66,29,17,26,56,
202011,인천,계양구,계산4동,LINEAR_TV,스포츠,격투기,Y,4,26,17,14,18,16,
202011,경북,상주시,북문동,LINEAR_TV,홈쇼핑,수산물,Y,2,2,10,0,1,0,
202011,경기,군포시,산본1동,VOD,키즈,노래율동,N,75,255,84,115,123,179,
202011,대구,동구,안심3.4동,LINEAR_TV,공연/음악,기타,Y,7,66,17,11,26,50,
202011,전남,여수시,시전동,LINEAR_TV,홈쇼핑,금융/보험/상조,Y,2,3,3,7,2,2,
202011,전남,여수시,중앙동,LINEAR_TV,스포츠,농구,N,8,38,5,24,5,34,
202011,부산,남구,문현1동,LINEAR_TV,게임,오락,N,4,30,11,23,27,20,
202011,경북,포항시 북구,중앙동,LINEAR_TV,정보,부동산/재테크,N,3,19,12,0,18,11,
202011,서울,중랑구,면목4동,LINEAR_TV,TV 애니메이션,명랑/코믹,Y,16,116,31,51,88,64,
202011,부산,남구,문현1동,LINEAR_TV,홈쇼핑,가정/주방/생활용품,N,8,17,6,8,9,7,
202011,경북,경주시,황성동,LINEAR_TV,영화,기타,N,3,22,16,9,17,14,
202011,경남,진주시,상평동,LINEAR_TV,게임,오락,Y,3,19,8,8,13,18,
202011,경북,영천시,북안면,LINEAR_TV,다큐,자연,Y,2,18,48,6,9,3,
202011,경기,안산시 상록구,본오2동,VOD,해외시리즈,미국,Y,5,145,297,25,43,119,
202011,경기,군포시,궁내동,VOD,키즈,애니,Y,5,115,,105,44,84,966
202011,경기,안성시,금광면,LINEAR_TV,영화,기타,Y,3,13,16,8,8,5,
202011,경북,영천시,서부동,LINEAR_TV,영화,드라마,Y,15,117,54,26,38,53,
202011,경기,남양주시,별내면,LINEAR_TV,교육,방송대학,Y,2,11,17,0,0,17,
202011,서울,영등포구,신길6동,LINEAR_TV,홈쇼핑,건강/레포츠,Y,5,8,2,5,4,3,
202011,대구,서구,비산2.3동,LINEAR_TV,공연/음악,기타,N,6,47,19,7,23,35,
202011,인천,서구,청라2동,LINEAR_TV,TV 드라마,시트콤,Y,2,10,14,3,8,9,
202011,경기,파주시,월롱면,LINEAR_TV,다큐,역사,N,2,20,10,4,17,20,
202011,충북,제천시,용두동,LINEAR_TV,교육,중등,N,2,4,,0,4,4,
202011,경남,거제시,사등면,LINEAR_TV,홈쇼핑,뷰티,N,5,13,8,7,7,5,
202011,충북,제천시,청전동,LINEAR_TV,TV 애니메이션,액션/모험,Y,9,56,65,31,39,40,
202011,서울,성동구,성수2가1동,LINEAR_TV,시사/교양,기타,Y,46,402,103,149,102,138,
202011,서울,종로구,청운효자동,LINEAR_TV,홈쇼핑,금융/보험/상조,N,3,8,5,7,8,3,
202011,경남,통영시,북신동,LINEAR_TV,공연/음악,기타,N,7,53,37,17,26,32,
202011,경기,구리시,동구동,LINEAR_TV,영화,서부,N,4,37,13,23,40,12,
202011,경기,양주시,양주2동,LINEAR_TV,영화,기타,N,3,20,18,10,13,12,
202011,경기,의정부시,호원1동,LINEAR_TV,스포츠,레이싱,Y,2,7,1,4,6,12,
202011,경북,상주시,동문동,LINEAR_TV,홈쇼핑,수산물,N,3,4,2,2,6,2,
202011,서울,종로구,사직동,LINEAR_TV,시사/교양,문화/예술,Y,2,15,18,17,7,10,
202011,제주,제주시,이호동,LINEAR_TV,홈쇼핑,인테리어,Y,2,2,0,3,1,2,
202011,경기,고양시 덕양구,고양동,VOD,애니,액션/모험,Y,7,163,171,119,133,86,
202011,경남,창원시 마산회원구,구암2동,LINEAR_TV,TV 애니메이션,추리/미스터리,Y,5,62,64,22,36,75,
202011,서울,노원구,중계1동,LINEAR_TV,시사/교양,경제,Y,7,61,10,109,17,13,
202011,서울,성동구,금호1가동,VOD,애니,시리즈,Y,7,105,69,108,88,45,
202011,인천,서구,오류왕길동,LINEAR_TV,홈쇼핑,건강/레포츠,Y,6,8,3,4,4,3,
202011,경기,안산시 상록구,월피동,LINEAR_TV,스포츠,배구,Y,11,88,13,21,86,32,
202011,인천,중구,송월동,LINEAR_TV,홈쇼핑,수산물,N,3,4,8,3,1,2,
202011,경기,안성시,고삼면,LINEAR_TV,스포츠,격투기,Y,2,22,2,0,45,2,
202011,경기,평택시,청북읍,LINEAR_TV,홈쇼핑,패션/의류,Y,10,17,7,7,8,6,
202011,경기,안양시 동안구,관양2동,LINEAR_TV,TV 애니메이션,명랑/코믹,Y,13,96,12,47,82,55,
202011,경남,진주시,하대동,LINEAR_TV,공연/음악,기타,N,7,53,20,22,30,32,
202011,경북,포항시 북구,흥해읍,VOD,애니,시리즈,N,15,217,58,100,143,150,
202011,경북,영천시,금호읍,LINEAR_TV,다큐,동물,N,4,25,33,22,18,16,
202011,대전,유성구,구즉동,VOD,영화,기타,N,71,65,54,78,49,48,
202011,광주,서구,금호1동,LINEAR_TV,홈쇼핑,보석/시계,N,2,4,,4,2,2,
202011,경기,안산시 상록구,본오2동,VOD,해외시리즈,미국,N,10,358,205,173,358,160,
202011,경기,파주시,운정3동,LINEAR_TV,스포츠,배구,Y,10,68,14,18,68,27,
202011,경기,광명시,철산4동,VOD,키즈,독서동화,N,2,6,,8,5,5,
202011,경기,고양시 일산서구,송산동,LINEAR_TV,TV 애니메이션,추리/미스터리,Y,4,35,68,17,21,35,
202011,광주,북구,두암1동,LINEAR_TV,영화,영화,N,3,21,17,0,5,26,
202011,경기,부천시,송내1동,LINEAR_TV,TV 애니메이션,추리/미스터리,N,4,52,,31,41,49,
202011,서울,양천구,목4동,LINEAR_TV,연예/오락,쇼,Y,66,725,87,163,194,361,
202011,울산,중구,우정동,LINEAR_TV,라이프,요리,Y,3,12,5,5,11,9,
202011,경북,포항시 북구,환여동,LINEAR_TV,영화,코미디,Y,5,38,15,21,27,18,
202011,충남,홍성군,구항면,LINEAR_TV,홈쇼핑,건강/레포츠,Y,7,15,2,7,18,3,
202011,부산,북구,화명3동,LINEAR_TV,스포츠,배구,N,14,90,12,27,55,73,
202011,경기,안산시 상록구,사1동,LINEAR_TV,스포츠,기타,N,12,122,114,34,41,74,
202011,서울,서대문구,홍제2동,LINEAR_TV,TV 드라마,TV 드라마,Y,38,429,49,79,128,259,
202011,광주,서구,화정1동,LINEAR_TV,시사/교양,의학/건강,Y,4,18,6,15,6,11,
202011,부산,사하구,하단2동,VOD,키즈,외국어,N,15,70,2,113,39,41,
202011,인천,서구,검단동,VOD,라이프,예술,N,2,98,158,91,75,58,
202011,대구,북구,국우동,LINEAR_TV,홈쇼핑,가구,Y,2,2,0,2,1,2,
202011,광주,북구,두암1동,LINEAR_TV,공연/음악,콘서트,Y,3,14,0,0,11,10,
202011,인천,부평구,십정1동,LINEAR_TV,시사/교양,경제,Y,8,94,10,132,46,37,
202011,경남,거제시,장평동,VOD,애니,코미디,Y,5,97,134,65,51,54,700
202011,부산,부산진구,개금3동,LINEAR_TV,영화,멜로,Y,4,17,14,11,10,11,
202011,충남,공주시,반포면,LINEAR_TV,홈쇼핑,가전,N,3,8,4,19,4,5,
202011,경북,영주시,하망동,LINEAR_TV,공연/음악,기타,N,12,94,84,23,52,48,
202011,경남,창원시 성산구,가음정동,VOD,영화,드라마,Y,2,125,71,105,122,96,
202011,인천,강화군,길상면,LINEAR_TV,다큐,동물,N,2,18,,7,17,12,
202011,부산,영도구,청학1동,LINEAR_TV,홈쇼핑,건강/레포츠,Y,6,9,5,5,4,4,
202011,경기,안산시 상록구,사1동,LINEAR_TV,스포츠,스포츠,Y,2,6,4,1,6,4,
202011,부산,해운대구,재송2동,LINEAR_TV,연예/오락,연예정보,N,5,39,17,19,16,22,
202011,인천,서구,당하동,VOD,영화,스릴러,N,3,164,154,128,125,125,
202011,경북,포항시 남구,해도동,LINEAR_TV,스포츠,스포츠,Y,2,8,0,3,1,19,
202011,경기,고양시 일산동구,정발산동,VOD,키즈,놀이교실,N,8,59,,24,47,58,
202011,경기,화성시,마도면,LINEAR_TV,TV 애니메이션,호러/공포,N,7,77,,10,27,125,
202011,대전,대덕구,법1동,VOD,영화,극장판 애니,N,4,184,93,65,186,137,
202011,울산,울주군,서생면,LINEAR_TV,공연/음악,기타,Y,6,59,24,13,24,45,
202011,경기,성남시 분당구,정자3동,LINEAR_TV,TV 드라마,스페셜,Y,4,34,23,16,37,21,
202011,서울,양천구,목2동,LINEAR_TV,영화,기타,N,3,20,20,11,12,12,
202011,광주,서구,광천동,VOD,영화,기타,N,205,133,164,76,74,128,
202011,인천,서구,검암경서동,LINEAR_TV,스포츠,종합스포츠,N,3,18,4,15,19,10,
202011,광주,남구,효덕동,LINEAR_TV,공연/음악,클래식,N,3,14,13,13,11,7,
202011,경기,수원시 팔달구,우만1동,LINEAR_TV,다큐,인물,N,2,11,1,9,9,15,
202011,서울,종로구,숭인1동,LINEAR_TV,TV 드라마,TV 드라마,N,81,852,141,240,212,471,
202011,경기,의정부시,신곡2동,VOD,영화,액션,Y,3,158,118,112,126,105,
202011,서울,송파구,잠실2동,LINEAR_TV,라이프,미용/패션,N,3,15,7,28,3,6,
202011,경기,용인시 기흥구,상하동,LINEAR_TV,스포츠,기타,N,18,124,59,45,63,75,
202011,강원,인제군,남면,LINEAR_TV,TV 애니메이션,기타,Y,5,51,44,37,22,27,
202011,대구,동구,혁신동,LINEAR_TV,홈쇼핑,가전,N,4,8,5,2,6,5,
202011,서울,강남구,논현1동,LINEAR_TV,영화,단편,Y,2,2,2,,,1,
202011,전북,군산시,소룡동,VOD,키즈,드라마,N,2,41,9,28,57,27,
202011,인천,부평구,갈산1동,VOD,키즈,놀이교실,N,27,65,169,35,26,63,
202011,전남,목포시,삼향동,LINEAR_TV,영화,로맨틱코미디,Y,2,9,5,6,26,9,
202011,전남,나주시,영강동,LINEAR_TV,TV 애니메이션,명랑/코믹,Y,20,170,0,97,159,62,
202011,서울,중구,약수동,LINEAR_TV,라이프,리빙,N,2,7,1,10,7,0,
202011,부산,남구,용당동,VOD,영화,액션,N,3,167,110,132,91,125,
202011,충남,아산시,온양6동,LINEAR_TV,스포츠,야구,Y,4,34,15,15,31,14,
202011,대구,동구,안심3.4동,LINEAR_TV,스포츠,레슬링,N,3,10,4,17,7,5,
202011,충남,당진시,당진1동,LINEAR_TV,연예/오락,쇼,Y,47,541,75,129,153,288,
202011,광주,광산구,신창동,LINEAR_TV,홈쇼핑,수산물,Y,2,3,6,2,2,2,
202011,부산,해운대구,좌3동,LINEAR_TV,홈쇼핑,여행,Y,2,2,2,,,2,
202011,충남,아산시,신창면,VOD,영화,스릴러,N,2,104,47,103,124,82,
202011,전남,화순군,화순읍,LINEAR_TV,라이프,여행,Y,4,34,13,15,24,27,
202011,울산,남구,신정3동,LINEAR_TV,영화,단편,Y,2,7,7,,,0,
202011,인천,남구,문학동,LINEAR_TV,스포츠,축구,Y,7,88,26,19,39,74,
202011,경기,군포시,대야동,LINEAR_TV,홈쇼핑,침구,Y,2,2,3,1,1,1,
202011,서울,강동구,고덕1동,LINEAR_TV,영화,로맨틱코미디,Y,3,10,8,10,6,7,
202011,서울,노원구,중계1동,VOD,키즈,책,N,8,68,12,22,57,62,
202011,경기,고양시 일산서구,탄현동,LINEAR_TV,연예/오락,기타,Y,73,792,74,147,293,364,
202011,경기,안성시,고삼면,LINEAR_TV,다큐,동물,Y,3,56,,15,54,0,
202011,경기,용인시 기흥구,마북동,LINEAR_TV,영화,액션/어드벤쳐,N,23,168,64,38,64,103,
202011,충남,서산시,고북면,LINEAR_TV,라이프,요리,Y,3,9,0,3,6,9,
202011,경기,성남시 분당구,구미동,LINEAR_TV,다큐,동물,N,3,29,18,10,33,10,
202011,광주,남구,백운2동,LINEAR_TV,홈쇼핑,인테리어,Y,2,5,17,0,1,6,
202011,경기,김포시,장기본동,LINEAR_TV,영화,무협,N,2,19,7,19,15,15,
202011,경남,합천군,대양면,LINEAR_TV,공연/음악,콘서트,Y,2,2,,,1,3,
202011,전남,여수시,중앙동,VOD,영화,액션,N,3,179,93,,117,209,
202011,대구,북구,침산2동,LINEAR_TV,TV 드라마,TV 드라마,N,61,763,94,226,196,427,
202011,경기,고양시 덕양구,삼송동,VOD,키즈,독서동화,Y,3,31,,9,53,12,
202011,전남,여수시,여서동,LINEAR_TV,TV 애니메이션,호러/공포,Y,6,50,,37,22,32,
202011,강원,원주시,단구동,LINEAR_TV,연예/오락,쇼,N,72,803,104,175,256,409,
202011,경기,수원시 팔달구,매산동,LINEAR_TV,다큐,자연,N,2,14,15,5,11,11,
202011,강원,춘천시,퇴계동,LINEAR_TV,교육,기타,N,1,1,,,1,2,
202011,경기,성남시 분당구,금곡동,LINEAR_TV,스포츠,종합스포츠,Y,3,12,6,9,9,10,
202011,부산,강서구,명지동,LINEAR_TV,스포츠,낚시,Y,3,10,0,6,0,21,
202011,광주,동구,계림2동,LINEAR_TV,교육,중등,Y,2,3,,1,2,8,
202011,경북,경주시,중부동,LINEAR_TV,교육,고등/수능,N,2,0,0,0,0,0,
202011,서울,구로구,구로4동,LINEAR_TV,홈쇼핑,가구,N,2,3,3,2,0,3,
202011,경기,고양시 일산서구,탄현동,LINEAR_TV,홈쇼핑,수산물,N,3,4,3,3,3,2,
202011,대구,수성구,황금1동,LINEAR_TV,홈쇼핑,가구,Y,2,3,1,3,1,3,
202011,제주,서귀포시,표선면,LINEAR_TV,스포츠,레이싱,Y,2,11,1,0,21,0,
202011,경기,파주시,금촌3동,VOD,다큐,자연/동물,Y,2,23,3,10,39,10,
202011,경기,평택시,비전1동,LINEAR_TV,스포츠,격투기,N,5,32,18,22,16,25,
202011,NULL,김해시,활천동,LINEAR_TV,연예/오락,기타,Y,42,524,97,69,441,251,
202011,경기,이천시,백사면,LINEAR_TV,시사/교양,기타,Y,34,304,64,122,82,110,
202011,서울,구로구,수궁동,LINEAR_TV,영화,SF/환타지,Y,6,42,16,14,25,24,
202011,광주,남구,월산4동,VOD,영화,로맨스,Y,2,75,89,24,106,79,
202011,대구,동구,효목1동,VOD,영화,공포,N,3,89,,,86,70,
202011,인천,남동구,만수2동,LINEAR_TV,홈쇼핑,유아동,N,2,3,,,3,,
202011,서울,강남구,대치2동,VOD,방송,시사교양,N,4,152,120,67,139,96,
202011,경북,포항시 북구,양학동,LINEAR_TV,TV 드라마,시트콤,Y,3,13,23,3,4,11,
202011,제주,제주시,일도2동,LINEAR_TV,스포츠,낚시,N,7,31,13,16,15,29,
202011,광주,서구,동천동,VOD,키즈,노래 율동,N,5,51,,42,12,39,
202011,전남,여수시,시전동,LINEAR_TV,영화,액션/어드벤쳐,N,21,186,67,46,66,111,
202011,전북,군산시,수송동,LINEAR_TV,스포츠,레슬링,N,5,22,10,19,16,17,
202011,서울,성동구,사근동,LINEAR_TV,TV 드라마,기타,Y,7,68,24,29,25,48,
202011,부산,영도구,동삼1동,LINEAR_TV,다큐,자연,N,3,13,10,7,14,11,
202011,경기,평택시,현덕면,LINEAR_TV,스포츠,스포츠,Y,2,3,10,1,1,2,
202011,서울,성북구,석관동,LINEAR_TV,시사/교양,경제,N,24,192,27,276,108,40,
202011,울산,남구,신정3동,VOD,키즈,애니,Y,6,44,,19,31,43,
202011,전남,영암군,덕진면,LINEAR_TV,시사/교양,기타,N,50,600,101,157,212,259,
202011,전남,목포시,이로동,LINEAR_TV,다큐,역사,N,2,14,12,1,10,34,
202011,서울,영등포구,여의동,LINEAR_TV,영화,애니메이션,N,3,26,7,21,21,17,
202011,경기,남양주시,다산1동,LINEAR_TV,스포츠,축구,Y,8,78,58,27,26,50,
